City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Iranshahr,IR,27.2025,60.6848,77.0,23,0,4.61,clear sky
347,Neiafu,TO,-18.65,-173.9833,84.2,74,40,5.75,scattered clouds
348,Campo De Criptana,ES,39.4046,-3.1249,50.49,87,100,5.14,overcast clouds
349,Roald,NO,62.5833,6.1333,35.6,80,9,11.5,clear sky
350,Anchorage,US,61.2181,-149.9003,57.2,28,1,8.05,clear sky
351,Gursarai,IN,25.6148,79.1788,90.59,7,43,5.61,scattered clouds
352,Wukari,NG,7.85,9.7833,78.44,74,56,5.37,broken clouds
353,Usinsk,RU,65.9939,57.5281,39.02,88,100,6.13,overcast clouds
354,Smithers,CA,54.7804,-127.1743,57.2,19,1,10.36,clear sky
355,Verkhnyaya Inta,RU,65.9811,60.3094,40.64,80,100,15.37,overcast clouds
356,Bonavista,CA,48.6499,-53.1147,41.0,70,12,8.05,few clouds
357,Mananjary,MG,-21.2167,48.3333,70.93,93,100,6.85,light rain
358,Vlissingen,NL,51.4425,3.5736,42.01,75,0,11.5,clear sky
359,Broken Hill,AU,-31.95,141.4333,68.0,42,0,8.05,clear sky
360,Maniitsoq,GL,65.4167,-52.9,38.19,80,100,0.74,overcast clouds
361,Zeya,RU,53.75,127.2667,57.22,30,94,6.55,overcast clouds
362,Maine-Soroa,NE,13.2114,12.0241,79.88,26,56,5.14,broken clouds
363,Bosaso,SO,11.2842,49.1816,83.93,63,34,10.49,scattered clouds
364,Contai,IN,21.7786,87.7536,91.76,39,0,14.88,clear sky
365,Makakilo City,US,21.3469,-158.0858,80.6,54,90,6.91,overcast clouds
366,Rio Grande,BR,-32.035,-52.0986,60.01,88,51,3.0,broken clouds
367,Kudahuvadhoo,MV,2.6708,72.8944,82.87,69,71,4.21,broken clouds
368,Wichita Falls,US,33.9137,-98.4934,73.99,53,1,18.41,clear sky
369,Denpasar,ID,-8.65,115.2167,86.0,79,20,10.36,few clouds
370,Garowe,SO,8.4054,48.4845,76.23,80,66,7.9,broken clouds
371,Fort Saint James,CA,54.4333,-124.25,44.06,41,7,2.19,clear sky
372,Husavik,IS,66.0449,-17.3389,35.6,87,90,8.05,overcast clouds
373,Plouzane,FR,48.3833,-4.6167,46.4,81,0,18.41,clear sky
374,Vila Do Maio,CV,15.1333,-23.2167,69.8,73,75,11.5,broken clouds
375,Klyuchi,RU,52.2667,79.1667,51.33,34,83,14.74,broken clouds
376,Constitucion,CL,-35.3333,-72.4167,56.61,78,0,9.44,clear sky
377,Baherden,TM,38.4362,57.4316,78.85,26,2,5.37,clear sky
378,Grants,US,35.1473,-107.8514,64.4,9,1,9.22,clear sky
379,Kununurra,AU,-15.7667,128.7333,89.6,33,100,12.66,overcast clouds
380,Huanren,CN,41.2647,125.3667,65.89,21,99,7.29,overcast clouds
381,Buraydah,SA,26.326,43.975,75.2,50,20,5.75,few clouds
382,Gedo,ET,9.0167,37.45,52.11,93,100,3.42,light rain
383,Dolores,AR,-36.3132,-57.6792,50.22,91,0,6.51,clear sky
384,Fortuna,US,40.5982,-124.1573,51.01,81,90,9.22,overcast clouds
385,Talaya,RU,61.3833,152.75,15.78,54,78,2.91,broken clouds
386,Roma,US,43.2128,-75.4557,41.0,60,90,20.71,overcast clouds
387,Tombouctou,ML,20.0,-3.0,88.14,14,76,6.82,broken clouds
388,Bilma,NE,18.6853,12.9164,84.7,13,1,7.63,clear sky
389,Zhenlai,CN,45.8495,123.2973,68.02,11,100,19.6,overcast clouds
390,Ranong,TH,9.9658,98.6348,84.2,89,75,6.91,broken clouds
391,Lakes Entrance,AU,-37.8811,147.981,64.0,68,8,3.0,clear sky
392,Thouars,FR,46.976,-0.2151,52.0,54,100,14.72,overcast clouds
393,Banjarmasin,ID,-3.3244,114.591,84.2,74,20,4.61,few clouds
394,Buribay,RU,51.9617,58.1592,41.85,64,100,3.69,overcast clouds
395,Oranjemund,NA,-28.55,16.4333,62.33,87,100,5.41,overcast clouds
396,Coahuayana,MX,18.7333,-103.6833,72.77,87,81,0.98,broken clouds
397,Henties Bay,NA,-22.116,14.2845,61.0,93,4,1.01,clear sky
398,Omaruru,NA,-21.4333,15.9333,61.79,42,6,2.46,clear sky
399,Urengoy,RU,65.9667,78.3667,30.67,89,100,12.71,overcast clouds
400,Makat,KZ,47.6469,53.3463,53.42,71,91,21.27,overcast clouds
401,Marathon,US,44.9,-89.7668,46.4,39,90,4.61,overcast clouds
402,La Maddalena,IT,41.2142,9.4083,57.2,100,0,4.61,clear sky
403,Forio,IT,40.7342,13.8646,50.0,81,0,1.14,clear sky
404,Port Macquarie,AU,-31.4333,152.9167,73.99,56,7,3.0,clear sky
405,Palana,RU,59.1167,159.9667,25.97,91,99,3.71,overcast clouds
406,Geraldton,AU,-28.7667,114.6,84.2,21,0,17.27,clear sky
407,Peddapuram,IN,17.0833,82.1333,84.2,79,40,3.44,mist
408,Gunib,RU,42.3876,46.9651,55.24,68,86,4.41,overcast clouds
409,Miles City,US,46.4083,-105.8406,53.6,54,90,9.22,overcast clouds
410,Namibe,AO,-15.1961,12.1522,75.25,69,0,10.09,clear sky
411,Dudinka,RU,69.4058,86.1778,13.1,90,100,8.3,overcast clouds
412,Boralday,KZ,43.3578,76.8594,59.0,51,75,3.44,broken clouds
413,Decatur,US,39.8403,-88.9548,53.6,50,1,12.66,clear sky
414,Raudeberg,NO,61.9875,5.1352,35.01,73,5,7.27,clear sky
415,Port Augusta,AU,-32.5,137.7667,69.8,52,3,8.05,clear sky
416,Rauma,FI,61.1272,21.5113,33.8,86,90,8.05,light rain
417,Sunrise Manor,US,36.2111,-115.0731,75.2,17,1,17.27,clear sky
418,Clinton,US,42.587,-82.9199,37.0,93,20,16.11,few clouds
419,Nador,MA,35.174,-2.9287,60.8,94,13,2.51,few clouds
420,Alta Floresta,BR,-9.8756,-56.0861,70.74,97,95,4.07,overcast clouds
421,Singaraja,ID,-8.112,115.0882,85.89,60,0,2.24,clear sky
422,Asahikawa,JP,43.7678,142.3703,41.0,33,20,12.66,few clouds
423,Svetlogorsk,BY,52.6333,29.7333,29.46,86,21,5.3,few clouds
424,Dong Xoai,VN,11.5333,106.9167,91.35,53,30,3.76,scattered clouds
425,Colares,PT,38.7992,-9.4469,59.0,100,40,4.61,scattered clouds
426,Khiri Mat,TH,16.8333,99.8,93.99,100,90,2.3,light rain
427,Richards Bay,ZA,-28.783,32.0377,63.93,92,3,3.6,clear sky
428,Carmen,MX,18.6333,-91.8333,81.63,80,2,14.29,clear sky
429,Kutum,SD,14.2,24.6667,73.65,14,34,10.8,scattered clouds
430,Hambantota,LK,6.1241,81.1185,80.6,100,20,2.3,few clouds
431,Pryozerne,UA,45.2698,36.3303,48.16,85,100,12.82,overcast clouds
432,Byumba,RW,-1.5763,30.0675,62.6,100,75,2.15,broken clouds
433,Taicheng,CN,38.731,113.228,60.91,40,30,8.86,scattered clouds
434,Teguise,ES,29.0605,-13.564,66.2,77,40,5.75,scattered clouds
435,Abalak,RU,58.1286,68.5944,43.81,70,100,4.25,overcast clouds
436,Eyl,SO,7.9803,49.8164,81.72,76,97,6.96,light rain
437,Saint-Ambroise,CA,48.5501,-71.3324,45.0,100,100,3.44,moderate rain
438,Iqaluit,CA,63.7506,-68.5145,32.0,93,90,2.3,light snow
439,Laguna,US,38.421,-121.4238,60.8,55,1,10.36,clear sky
440,Mezen,RU,65.8522,44.24,40.59,94,100,5.3,overcast clouds
441,Lodja,CD,-3.4833,23.4333,68.09,99,100,1.28,overcast clouds
442,Hobyo,SO,5.3505,48.5268,83.05,64,85,8.01,overcast clouds
443,Abu Kamal,SY,34.4506,40.9171,78.98,27,92,7.49,overcast clouds
444,Hami,CN,42.8,93.45,49.35,11,67,4.09,broken clouds
445,Gua Musang,MY,4.8823,101.9644,82.83,76,94,0.81,overcast clouds
446,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,88,75,9.22,broken clouds
447,Maamba,ZM,-17.3667,27.15,63.25,82,72,2.8,light rain
448,Sipoo,FI,60.3775,25.2691,35.01,100,75,8.05,snow
449,Bluefields,NI,12.0137,-83.7635,78.06,78,14,8.05,few clouds
450,Bertoua,CM,4.5833,13.6833,68.54,86,98,1.36,light rain
451,Marawi,PH,7.9986,124.2928,82.99,80,93,5.01,overcast clouds
452,Schoningen,DE,52.138,10.9675,28.99,81,12,1.01,few clouds
453,College,US,64.8569,-147.8028,64.4,20,20,3.44,few clouds
454,Villazon,BO,-22.0866,-65.5942,40.73,72,0,8.7,clear sky
455,Arman,RU,59.7,150.1667,25.7,61,11,3.47,few clouds
456,Bowen,AU,-20.0167,148.2333,78.8,65,90,17.27,overcast clouds
457,Canberra,AU,-35.2835,149.1281,62.01,48,3,2.3,clear sky
458,Payo,ID,-3.7508,103.6372,86.18,60,69,3.6,broken clouds
459,Nikolsk,RU,53.7189,46.0712,37.62,77,40,13.62,scattered clouds
460,Bud,US,39.447,-86.1758,48.0,69,41,6.06,scattered clouds
461,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.8,96,100,2.51,overcast clouds
462,Terrace Bay,CA,48.7834,-87.1,28.4,80,89,1.14,overcast clouds
463,Kongoussi,BF,13.3258,-1.5347,89.28,24,99,5.93,overcast clouds
464,Mantua,IT,45.1667,10.7833,57.0,70,100,5.99,overcast clouds
465,Spring Valley,US,36.108,-115.245,75.2,17,75,13.8,broken clouds
466,Vila,PT,42.0304,-8.1588,52.0,94,31,1.99,scattered clouds
467,Bulgan,MN,48.8125,103.5347,36.77,47,100,15.01,overcast clouds
468,Callaguip,PH,18.0714,120.4867,89.6,51,20,4.61,few clouds
469,Ahipara,NZ,-35.1667,173.1667,63.72,65,24,8.68,few clouds
470,Mitu,CO,1.1983,-70.1733,73.92,95,100,2.33,light rain
471,Pedernales,DO,18.0384,-71.744,77.9,72,70,3.87,broken clouds
472,Portland,US,45.5234,-122.6762,55.4,62,75,6.91,broken clouds
473,Prince Rupert,CA,54.3161,-130.3201,59.0,29,1,8.05,clear sky
474,Zbarazh,UA,49.6636,25.7762,33.1,86,100,8.03,overcast clouds
475,Magog,CA,45.2668,-72.1491,46.4,100,100,3.44,overcast clouds
476,Abapo,BO,-18.8333,-63.4667,57.83,74,72,0.27,broken clouds
477,Tomatlan,MX,19.9333,-105.25,71.22,87,80,1.59,broken clouds
478,Xichang,CN,27.8964,102.2634,72.32,39,66,3.96,broken clouds
479,Sao Joao Dos Patos,BR,-6.495,-43.7022,73.11,87,100,1.92,overcast clouds
480,Najran,SA,17.4924,44.1277,73.4,49,40,2.06,scattered clouds
481,San Quintin,MX,30.4833,-115.95,57.6,80,34,9.51,scattered clouds
482,Vostok,RU,46.4856,135.8833,47.19,26,9,9.53,clear sky
483,Lincoln,US,40.8,-96.667,66.99,52,1,11.5,clear sky
484,Port Blair,IN,11.6667,92.75,84.2,84,40,2.3,mist
485,Penzance,GB,50.1186,-5.5371,46.4,81,40,23.6,scattered clouds
486,Toora-Khem,RU,52.4675,96.11,37.69,51,96,8.79,overcast clouds
487,Mouzouras,GR,35.5333,24.15,51.8,87,20,5.75,few clouds
488,Lewiston,US,44.1003,-70.2148,46.99,87,90,3.44,overcast clouds
489,Severnoye,RU,56.3491,78.3619,46.96,59,97,11.63,overcast clouds
490,Bahia Honda,CU,22.9036,-83.1592,76.66,82,13,1.97,few clouds
491,Southbridge,US,42.0751,-72.0334,46.0,98,32,12.91,scattered clouds
492,Fort Wellington,GY,6.4,-57.6,77.23,86,100,10.11,overcast clouds
493,Am Timan,TD,11.0297,20.2827,79.43,64,100,6.82,overcast clouds
494,Klaksvik,FO,62.2266,-6.589,42.8,100,100,17.27,overcast clouds
495,Bara,NG,10.3744,10.7288,80.28,54,100,1.61,overcast clouds
496,San Salvo,IT,42.0433,14.7272,44.6,87,90,4.61,overcast clouds
497,Alice Springs,AU,-23.7,133.8833,73.99,25,0,19.57,clear sky
498,Umm Kaddadah,SD,13.6017,26.6876,75.69,43,73,6.73,broken clouds
499,Villa Rica,US,33.7321,-84.9191,55.99,91,2,5.17,clear sky
500,Mamit,IN,23.9333,92.4833,82.4,44,19,3.44,haze
501,Khani,GE,41.9563,42.9566,51.8,93,75,6.91,mist
502,Bukoba,TZ,-1.3317,31.8122,66.2,94,75,5.23,broken clouds
503,Komsomolskiy,UZ,40.4272,71.7189,64.4,39,1,6.91,clear sky
504,Katherine,AU,-14.4667,132.2667,89.6,51,75,13.8,broken clouds
505,Sambava,MG,-14.2667,50.1667,72.86,88,100,7.76,overcast clouds
506,Suzuka,JP,34.8833,136.5833,62.6,23,20,13.8,few clouds
507,Fuzhou,CN,26.0614,119.3061,71.6,64,20,17.9,few clouds
508,Wanning,CN,18.8003,110.3967,82.96,73,99,10.31,moderate rain
509,Grootfontein,NA,-19.5667,18.1167,55.02,34,0,4.61,clear sky
510,Zonguldak,TR,41.25,31.8333,43.43,98,100,3.44,overcast clouds
511,Morondava,MG,-20.2833,44.2833,74.53,77,100,6.15,overcast clouds
512,Amposta,ES,40.7131,0.581,51.01,92,100,5.99,overcast clouds
513,Port Lincoln,AU,-34.7333,135.8667,66.13,63,1,7.65,clear sky
514,Tarko-Sale,RU,64.9225,77.785,34.0,77,100,14.79,overcast clouds
515,Bay Roberts,CA,47.5999,-53.2648,41.0,83,27,3.0,scattered clouds
516,Gold Coast,AU,-28.0,153.4333,77.0,56,75,8.05,broken clouds
517,Quatre Cocos,MU,-20.2078,57.7625,77.0,88,75,14.97,light rain
518,Zyryanka,RU,65.75,150.85,25.7,72,20,15.08,few clouds
519,Pangnirtung,CA,66.1451,-65.7125,30.88,81,98,6.49,overcast clouds
520,Hualmay,PE,-11.0964,-77.6139,66.15,88,20,9.04,few clouds
521,Libourne,FR,44.9167,-0.25,57.2,82,100,4.61,overcast clouds
522,Leshukonskoye,RU,64.8989,45.7622,39.76,95,100,5.68,overcast clouds
523,Bitung,ID,1.4451,125.1824,91.4,55,20,5.75,few clouds
524,Erattupetta,IN,9.7,76.7833,80.6,83,75,2.3,mist
525,Mount Gambier,AU,-37.8333,140.7667,59.0,82,90,5.75,overcast clouds
526,Shar,KZ,49.5886,81.0453,49.42,33,55,13.42,broken clouds
527,Jiupu,CN,41.0667,122.95,71.53,16,97,11.27,overcast clouds
528,Bakel,SN,14.905,-12.4568,86.34,21,0,8.34,clear sky
529,Shangrao,CN,28.4532,117.9686,66.43,86,98,3.74,overcast clouds
530,San Vicente,AR,-26.6167,-54.1333,52.86,98,4,2.13,clear sky
531,Voh,NC,-20.9667,164.7,77.63,65,80,11.1,broken clouds
532,San Carlos De Bariloche,AR,-41.1456,-71.3082,48.0,70,0,5.75,clear sky
533,Deniliquin,AU,-35.5333,144.9667,68.0,49,0,1.01,clear sky
534,Pahrump,US,36.2083,-115.9839,66.0,25,100,8.99,overcast clouds
535,Chimoio,MZ,-19.1164,33.4833,64.4,100,20,2.35,few clouds
536,Silver City,US,32.7701,-108.2803,69.8,7,1,4.61,clear sky
537,Kazanskaya,RU,45.4106,40.4361,48.0,82,100,11.92,light rain
538,Sarangani,PH,5.4033,125.4636,83.82,73,100,12.66,overcast clouds
539,Sheridan,US,44.8333,-106.9173,51.01,76,90,11.5,overcast clouds
540,Zhangjiakou,CN,40.81,114.8794,60.06,50,82,4.74,broken clouds
541,Launceston,AU,-41.45,147.1667,66.99,45,23,10.36,light rain
542,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.92,91,75,4.88,broken clouds
543,Alihe,CN,50.5667,123.7167,62.73,20,99,12.1,overcast clouds
544,Iwanai,JP,42.9744,140.5089,43.16,49,48,11.43,scattered clouds
545,Waingapu,ID,-9.6567,120.2641,84.51,55,18,12.08,few clouds
546,Sept-Iles,CA,50.2001,-66.3821,39.99,60,75,6.91,broken clouds
547,Saint-Augustin,CA,51.226,-58.6502,36.46,79,24,6.89,few clouds
548,Rawson,AR,-43.3002,-65.1023,60.13,51,33,18.86,scattered clouds
549,Sobolevo,RU,54.4299,31.8996,29.17,85,11,6.04,few clouds
550,San Andres,CO,12.5847,-81.7006,80.51,79,5,16.55,clear sky
551,Huarmey,PE,-10.0681,-78.1522,67.33,85,8,8.97,clear sky
552,Samarkand,UZ,39.6542,66.9597,62.6,42,45,9.22,scattered clouds
553,Nara,JP,34.6851,135.8049,66.0,31,20,8.05,few clouds
554,Alasehir,TR,38.3508,28.5172,51.31,94,100,6.06,overcast clouds
555,Sechura,PE,-5.5569,-80.8222,70.25,75,60,16.73,broken clouds
556,Tibati,CM,6.4667,12.6333,65.34,86,100,1.43,overcast clouds
557,Barguzin,RU,53.6167,109.6167,35.02,80,100,7.9,overcast clouds
558,Kurchum,KZ,48.5722,83.6542,46.04,36,90,6.24,overcast clouds
559,Taltal,CL,-25.4,-70.4833,61.72,83,0,1.45,clear sky
560,Porto Novo,BJ,6.4965,2.6036,82.4,83,40,9.22,light rain
561,Taganak,PH,6.0833,118.3,84.2,79,20,4.61,few clouds
562,Manaus,BR,-3.1019,-60.025,80.6,89,0,4.61,clear sky
563,Srednekolymsk,RU,67.45,153.6833,25.83,68,10,8.95,clear sky
564,Jalna,IN,19.8333,75.8833,75.2,43,100,3.27,haze
565,Ust-Omchug,RU,61.15,149.6333,14.54,53,11,2.75,few clouds
566,Tooele,US,40.5308,-112.2983,50.0,71,75,6.91,broken clouds
567,San Patricio,US,28.017,-97.5169,77.0,78,75,17.27,broken clouds
568,Shiogama,JP,38.3167,141.0333,53.6,30,75,18.41,broken clouds
569,Escanaba,US,45.7453,-87.0646,35.6,38,40,6.91,scattered clouds
570,Guaymas,MX,27.9333,-110.9,82.4,32,75,9.22,broken clouds
571,Kalianget,ID,-7.05,113.9333,84.97,66,14,12.33,few clouds
572,Rehti,IN,22.7333,77.4333,75.2,29,37,5.75,haze
573,Gushikawa,JP,26.3544,127.8686,77.0,57,1,13.8,clear sky
574,Akyab,MM,20.15,92.9,86.02,66,9,5.06,clear sky
575,Glace Bay,CA,46.1969,-59.957,46.0,87,90,8.05,overcast clouds
576,Severomuysk,RU,56.1481,113.4267,24.96,78,100,7.05,overcast clouds
577,Punta Umbria,ES,37.1821,-6.9661,60.01,78,56,1.99,broken clouds
578,Watertown,US,42.3709,-71.1828,51.01,76,75,3.44,broken clouds
579,Rorvik,NO,64.8621,11.2373,38.46,72,93,14.03,overcast clouds
580,Canaries,ES,28.0,-15.5,70.0,72,40,3.44,scattered clouds
581,Tsogni,GA,-2.7942,10.0988,75.7,90,69,1.16,moderate rain
582,Fayaoue,NC,-20.65,166.5333,77.14,75,58,17.81,broken clouds
583,Iquitos,PE,-3.7481,-73.2472,80.6,83,0,5.75,clear sky
584,Ormara,PK,25.2088,64.6357,82.02,67,3,10.6,clear sky
585,Isla Mujeres,MX,21.2311,-86.731,81.0,83,1,6.91,clear sky
586,Gijon,ES,43.5357,-5.6615,57.0,91,100,1.99,overcast clouds
587,Sandominic,RO,46.584,25.7803,39.0,65,82,4.5,broken clouds
588,Bireun,ID,5.203,96.7009,84.36,67,97,1.66,overcast clouds
589,Khor,RU,47.8861,134.9464,57.0,22,29,10.07,scattered clouds
590,Rundu,NA,-17.9333,19.7667,57.87,44,1,6.04,clear sky
591,Rudsar,IR,37.1376,50.288,60.8,94,20,2.3,few clouds
592,Kochinda,IN,21.7333,84.35,82.4,44,20,6.13,haze
593,Margate,GB,51.3813,1.3862,43.0,69,10,4.0,clear sky
594,Padang,ID,-0.9492,100.3543,83.62,71,92,1.74,overcast clouds
595,Vuktyl,RU,63.8567,57.3094,40.78,82,100,10.92,overcast clouds
596,Atar,MR,20.5169,-13.0499,76.6,21,0,5.61,clear sky
597,Brae,GB,60.3964,-1.353,42.8,93,100,6.91,overcast clouds
598,Homer,US,59.6425,-151.5483,55.4,33,1,6.91,clear sky
599,Krivosheino,RU,57.3431,83.9261,42.24,85,100,4.85,overcast clouds
600,Bambanglipuro,ID,-7.95,110.2833,85.17,63,1,4.59,clear sky
601,Rafsanjan,IR,30.4067,55.9939,68.05,40,71,4.7,broken clouds
602,Dhidhdhoo,MV,6.8833,73.1,84.11,71,18,4.14,few clouds
603,Kattivakkam,IN,13.2167,80.3167,84.2,74,20,4.61,mist
604,Russell,US,32.3502,-85.1999,66.2,72,1,3.44,clear sky
605,Merauke,ID,-8.4667,140.3333,83.1,71,98,0.81,overcast clouds
606,Bloomingdale,US,27.8936,-82.2404,71.01,73,1,3.44,clear sky
607,Obo,CF,5.3998,26.4869,68.27,93,100,4.85,overcast clouds
608,Acarau,BR,-2.8856,-40.12,77.25,82,7,8.5,clear sky
609,Nemuro,JP,43.3236,145.575,44.6,29,20,12.66,few clouds
610,Hovd,MN,48.0056,91.6419,35.11,20,0,1.21,clear sky
611,Minna,NG,9.6139,6.5569,80.6,61,0,9.22,clear sky
612,Larap,PH,14.299,122.6504,83.17,61,44,9.53,scattered clouds
613,Salvador,SV,13.8333,-88.9167,80.6,83,20,3.44,few clouds
614,Sainte-Anne,GP,16.2333,-61.3667,75.2,78,20,5.75,few clouds
615,Yangambi,CD,0.8102,24.4336,68.9,99,100,2.17,overcast clouds
616,Hermosillo,MX,29.0667,-110.9667,86.0,15,75,9.22,broken clouds
617,Vanimo,PG,-2.6741,141.3028,84.61,63,100,3.47,overcast clouds
618,Peniche,PT,39.3558,-9.3811,57.0,92,96,4.0,overcast clouds
619,Hay River,CA,60.8156,-115.7999,26.6,86,100,4.61,light snow
620,Lufilufi,WS,-13.8745,-171.5986,87.8,79,40,6.91,scattered clouds
621,El Pueblito,MX,20.5333,-100.45,75.2,41,40,19.57,scattered clouds
622,Thio,NC,-21.6167,166.2167,77.0,65,75,16.11,broken clouds
623,Broome,US,42.2506,-75.833,43.0,70,20,16.11,few clouds
624,Tamiahua,MX,21.2667,-97.45,76.24,90,29,5.01,scattered clouds
625,Flinders,AU,-34.5833,150.8552,71.01,42,0,5.75,clear sky
626,Mackay,AU,-21.15,149.2,78.8,61,40,18.41,scattered clouds
627,Lethem,GY,3.3803,-59.7968,76.93,85,98,10.22,overcast clouds
628,Milkovo,RU,54.7167,158.6167,41.72,69,100,2.55,overcast clouds
629,Port-Gentil,GA,-0.7193,8.7815,82.18,78,52,6.69,broken clouds
630,Champerico,GT,14.3,-91.9167,70.0,95,83,4.25,broken clouds
631,Las Palmas,ES,28.4204,-14.0131,66.2,72,0,5.75,clear sky
632,Grado,ES,43.388,-6.0743,57.0,100,90,4.61,mist
633,Khyriv,UA,49.5333,22.8524,28.0,100,0,1.01,clear sky
634,Skeldon,GY,5.8833,-57.1333,75.29,93,92,5.39,overcast clouds
635,Kargasok,RU,59.0556,80.8572,39.33,90,99,8.25,overcast clouds
636,Port Jervis,US,41.3751,-74.6927,53.6,58,1,14.36,clear sky
637,El Alto,PE,-4.2714,-81.2147,69.75,76,20,12.82,few clouds
638,Taoudenni,ML,22.6783,-3.9836,86.04,15,8,6.67,clear sky
639,Banswada,IN,18.3833,77.8833,95.97,23,44,10.47,scattered clouds
640,Lossiemouth,GB,57.7214,-3.2834,44.01,87,0,3.44,clear sky
641,Aykhal,RU,66.0,111.5,9.75,90,100,31.36,light snow
642,Marzuq,YE,14.4,46.4667,68.05,69,62,5.1,broken clouds
643,Grand Gaube,MU,-20.0064,57.6608,75.0,90,100,5.01,light rain
644,Lebedinyy,RU,58.5167,125.5167,32.85,99,100,8.25,light snow
645,Kyaikkami,MM,16.08,97.5675,77.67,87,100,12.82,overcast clouds
646,Noumea,NC,-22.2763,166.4572,77.0,65,75,16.11,broken clouds
647,Poplar Bluff,US,36.757,-90.3929,60.8,72,1,4.61,clear sky
648,Perg,AT,48.25,14.6333,39.2,65,0,6.91,clear sky
649,Fairbanks,US,64.8378,-147.7164,64.4,17,1,3.44,clear sky
650,Perth,AU,-31.9333,115.8333,82.0,38,0,5.75,clear sky
651,Luban,PL,51.1201,15.2877,28.99,93,35,1.99,scattered clouds
652,Oyama,JP,36.3,139.8,60.01,23,20,9.22,few clouds
653,Zhezkazgan,KZ,47.8043,67.7144,57.06,48,62,4.34,broken clouds
654,Nizhnyaya Omka,RU,55.4338,74.9426,47.89,46,98,11.9,overcast clouds
655,Meulaboh,ID,4.1363,96.1285,84.22,65,91,2.28,overcast clouds
656,Young,UY,-32.6833,-57.6333,55.99,81,99,1.01,overcast clouds
657,Hit,IQ,33.6416,42.8251,84.49,17,100,9.33,overcast clouds
658,Martapura,ID,-3.4167,114.85,84.2,74,20,4.61,few clouds
659,Yatou,CN,37.15,122.3833,61.74,55,67,11.65,broken clouds
660,Lermontovka,RU,47.1453,134.3383,56.41,20,72,6.73,broken clouds
661,Rocha,UY,-34.4833,-54.3333,58.05,78,66,6.76,broken clouds
662,Kalmunai,LK,7.4167,81.8167,82.72,72,100,5.7,overcast clouds
663,Shingu,JP,33.7333,135.9833,64.4,32,20,17.27,few clouds
664,Bonthe,SL,7.5264,-12.505,80.82,82,98,7.14,overcast clouds
665,Kaeo,NZ,-35.1,173.7833,68.0,62,16,8.99,few clouds
666,Owosso,US,42.9978,-84.1766,41.0,42,1,3.44,clear sky
667,Pozoblanco,ES,38.3791,-4.8483,55.4,100,40,0.58,scattered clouds
668,Sarkand,KZ,45.41,79.9186,59.2,48,93,4.32,overcast clouds
669,Punta Alta,AR,-38.8759,-62.0736,56.46,82,0,7.2,clear sky
670,Chapais,CA,49.7834,-74.8492,24.8,93,90,13.8,light snow
671,Aguadilla,PR,18.4275,-67.1541,75.99,85,34,5.01,scattered clouds
672,Teofilo Otoni,BR,-17.8575,-41.5053,68.13,95,21,2.48,few clouds
673,Tawang,IN,27.5833,91.8667,57.85,27,0,5.17,clear sky
674,Kulhudhuffushi,MV,6.6221,73.07,83.75,71,18,3.65,few clouds
675,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,80,1,9.22,clear sky
676,Mayumba,GA,-3.432,10.6554,77.54,87,73,3.15,light rain
677,Lavrentiya,RU,65.5833,-171.0,33.21,93,96,0.36,overcast clouds
678,Isla Aguada,MX,18.7833,-91.4667,82.06,77,3,16.02,clear sky
679,Deputatskiy,RU,69.3,139.9,27.57,82,73,4.12,broken clouds
680,Agirish,RU,61.9247,63.0231,38.28,93,100,6.82,light rain
681,Sargatskoye,RU,55.6101,73.4972,48.25,58,100,9.57,overcast clouds
682,Motygino,RU,58.1831,94.7592,38.03,88,100,7.09,overcast clouds
683,Kuala Selangor,MY,3.35,101.25,90.0,74,20,2.3,few clouds
684,Bharatpur,IN,27.2167,77.4833,90.18,8,0,1.32,clear sky
685,Pelotas,BR,-31.7719,-52.3425,60.01,88,53,3.0,light rain
686,Jalu,LY,29.0331,21.5482,60.06,60,0,9.08,clear sky
687,Ulaangom,MN,49.9811,92.0667,37.72,50,0,1.72,clear sky
688,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.29,96,100,2.66,overcast clouds
689,Magdagachi,RU,53.45,125.8,60.58,30,100,6.17,overcast clouds
690,Ortakoy,TR,38.7373,34.0387,53.6,66,75,10.36,broken clouds
691,Kargil,IN,34.5667,76.1,33.91,32,0,1.86,clear sky
692,Hasaki,JP,35.7333,140.8333,60.01,28,20,16.11,few clouds
693,Ulladulla,AU,-35.35,150.4667,68.0,42,0,5.75,clear sky
694,Pochutla,MX,15.7432,-96.4661,82.99,73,97,3.0,overcast clouds
695,Ngunguru,NZ,-35.6167,174.5,68.0,62,49,8.99,scattered clouds
696,Ust-Tsilma,RU,65.441,52.1498,39.99,94,100,5.88,overcast clouds
697,Japura,ID,-0.3167,102.35,85.01,71,36,3.47,scattered clouds
698,Malakal,SS,9.5334,31.6605,75.96,74,100,4.72,light rain
699,Amalapuram,IN,16.5833,82.0167,84.2,79,40,3.44,mist
700,Verkhoyansk,RU,67.5447,133.385,33.75,99,100,4.83,overcast clouds
