City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Iracoubo,GF,2021-04-24 23:14:34,5.4802,-53.2011,77.95,87,100,12.66
295,Laguna,US,2021-04-24 23:14:35,38.421,-121.4238,71.01,37,40,10.36
296,Sungai Petani,MY,2021-04-24 23:14:35,5.647,100.4877,78.8,89,20,5.75
297,Rishikesh,IN,2021-04-24 23:14:36,30.1167,78.3167,65.37,47,23,8.08
298,La Ronge,CA,2021-04-24 23:14:36,55.1001,-105.2842,33.8,34,100,4.61
299,Villa Sandino,NI,2021-04-24 23:14:36,12.0483,-84.9936,93.2,43,40,6.91
300,Leningradskiy,RU,2021-04-24 23:14:36,69.3833,178.4167,30.0,83,100,4.5
301,Topeka,US,2021-04-24 23:14:37,39.0483,-95.678,66.99,39,1,3.44
302,Soure,BR,2021-04-24 23:14:37,-0.7167,-48.5233,78.12,87,100,5.53
303,Mapiripan,CO,2021-04-24 23:14:37,2.8892,-72.1256,79.95,81,98,3.49
304,Ripky,UA,2021-04-24 23:14:38,51.801,31.0838,32.65,77,30,9.37
305,Xining,CN,2021-04-24 23:14:38,36.6167,101.7667,40.08,94,100,1.39
306,Lourdes,FR,2021-04-24 23:14:38,43.1,-0.05,59.0,58,90,2.3
307,Kushima,JP,2021-04-24 23:13:34,31.4583,131.2333,57.2,82,20,8.05
308,Yarada,IN,2021-04-24 23:11:36,17.65,83.2667,80.6,94,40,4.61
309,Taoudenni,ML,2021-04-24 23:10:15,22.6783,-3.9836,89.83,9,3,9.89
310,Banjarmasin,ID,2021-04-24 23:14:39,-3.3244,114.591,77.0,94,16,2.3
311,Caetite,BR,2021-04-24 23:14:39,-14.0694,-42.475,69.71,75,65,5.48
312,Saint-Pierre,RE,2021-04-24 23:14:40,-21.3393,55.4781,78.8,73,90,23.02
313,Kaka,TM,2021-04-24 23:14:40,37.3482,59.6143,66.47,46,71,2.84
314,Luena,AO,2021-04-24 23:12:19,-11.7833,19.9167,61.7,81,87,2.19
315,Dzilam Gonzalez,MX,2021-04-24 23:14:40,21.2833,-88.9333,94.06,36,66,8.61
316,Parintins,BR,2021-04-24 23:14:41,-2.6283,-56.7358,75.79,94,61,2.59
317,Muros,ES,2021-04-24 23:14:41,42.7762,-9.0603,59.0,92,97,6.49
318,Dunmore Town,BS,2021-04-24 23:14:41,25.5,-76.65,77.58,81,32,13.73
319,Touros,BR,2021-04-24 23:14:42,-5.1989,-35.4608,77.0,88,20,4.61
320,Galle,LK,2021-04-24 23:14:42,6.0367,80.217,79.11,83,84,3.13
321,Provideniya,RU,2021-04-24 23:14:42,64.3833,-173.3,39.07,75,100,0.49
322,La Serena,CL,2021-04-24 23:14:43,-29.9078,-71.2542,59.0,82,0,4.61
323,Seybaplaya,MX,2021-04-24 23:14:43,19.65,-90.6667,87.8,70,20,10.36
324,Eskil,TR,2021-04-24 23:14:43,38.4017,33.4131,59.05,49,74,1.34
325,Ancud,CL,2021-04-24 23:12:52,-41.8697,-73.8203,57.0,87,90,6.91
326,Vilhena,BR,2021-04-24 23:10:21,-12.7406,-60.1458,71.6,94,40,4.61
327,Gangapur,IN,2021-04-24 23:14:44,26.4833,76.7167,76.26,14,91,5.66
328,Ola,RU,2021-04-24 23:14:44,59.5833,151.2833,21.13,59,100,15.05
329,Sambava,MG,2021-04-24 23:12:27,-14.2667,50.1667,74.37,90,49,9.91
330,Kurayoshi,JP,2021-04-24 23:14:44,35.4333,133.8167,57.2,67,75,11.5
331,Vestmanna,FO,2021-04-24 23:14:45,62.1564,-7.1664,42.8,81,20,6.2
332,Colares,PT,2021-04-24 23:14:45,38.7992,-9.4469,63.0,88,50,11.74
333,Dandong,CN,2021-04-24 23:14:45,40.1292,124.3947,51.08,32,4,14.2
334,Pedernales,DO,2021-04-24 23:14:46,18.0384,-71.744,81.72,67,62,11.83
335,Vostok,RU,2021-04-24 23:14:46,46.4856,135.8833,31.98,40,16,10.71
336,Jalu,LY,2021-04-24 23:14:46,29.0331,21.5482,62.98,74,0,20.85
337,Cam Ranh,VN,2021-04-24 23:14:47,11.9214,109.1591,78.8,89,20,3.44
338,Lentekhi,GE,2021-04-24 23:14:47,42.7856,42.7261,50.83,74,94,5.32
339,Iskateley,RU,2021-04-24 23:14:47,67.6803,53.1512,36.95,86,97,9.46
340,Broome,US,2021-04-24 23:14:48,42.2506,-75.833,59.0,29,1,9.22
341,Hovd,MN,2021-04-24 23:14:48,48.0056,91.6419,23.88,25,30,8.79
342,Mahibadhoo,MV,2021-04-24 23:14:48,3.7833,72.9667,82.67,75,22,8.14
343,Thompson,CA,2021-04-24 23:14:49,55.7435,-97.8558,28.4,46,75,4.61
344,Sinnamary,GF,2021-04-24 23:13:30,5.3833,-52.95,78.13,87,100,13.02
345,Coos Bay,US,2021-04-24 23:13:37,43.3665,-124.2179,51.8,87,90,10.36
346,Dauphin,CA,2021-04-24 23:14:49,51.1494,-100.0502,46.4,23,40,9.22
347,Torbay,CA,2021-04-24 23:11:30,47.6666,-52.7314,43.0,70,40,13.8
348,Thurso,GB,2021-04-24 23:14:50,58.5927,-3.5259,42.8,87,100,2.3
349,Atherton,GB,2021-04-24 23:14:50,53.5237,-2.4935,46.99,71,1,1.99
350,Cockburn Town,TC,2021-04-24 23:11:59,21.4612,-71.1419,80.6,69,40,11.5
351,Kahului,US,2021-04-24 23:14:50,20.8947,-156.47,82.4,54,40,21.85
352,Bonnyville,CA,2021-04-24 23:14:51,54.2668,-110.735,42.8,41,75,8.05
353,Acari,PE,2021-04-24 23:14:51,-15.4311,-74.6158,70.61,76,3,7.05
354,Barranca,PE,2021-04-24 23:14:51,-10.75,-77.7667,67.57,82,6,7.72
355,Makaha,US,2021-04-24 23:14:52,21.4694,-158.2175,84.2,53,40,12.66
356,Krasnokholm,RU,2021-04-24 23:14:52,51.5979,54.1567,47.26,93,77,12.03
357,Florianopolis,BR,2021-04-24 23:14:52,-27.6146,-48.5012,75.0,83,0,2.3
358,Ostrovnoy,RU,2021-04-24 23:13:30,68.0531,39.5131,34.72,99,100,4.56
359,Maniitsoq,GL,2021-04-24 23:14:53,65.4167,-52.9,37.67,75,42,3.33
360,Waterloo,CA,2021-04-24 23:14:29,43.4668,-80.5164,57.2,35,40,11.5
361,Alto Araguaia,BR,2021-04-24 23:14:53,-17.3147,-53.2153,69.19,43,78,4.16
362,Mineros,BO,2021-04-24 23:11:10,-17.1167,-63.2333,68.0,100,75,2.3
363,Ranau,MY,2021-04-24 23:14:54,5.9538,116.6641,77.0,83,20,4.61
364,Axim,GH,2021-04-24 23:12:46,4.8699,-2.2405,81.05,84,82,7.36
365,Catalina Foothills,US,2021-04-24 23:14:54,32.2979,-110.9187,90.0,8,1,6.91
366,Zdvinsk,RU,2021-04-24 23:14:54,54.7021,78.661,35.74,59,64,2.33
367,Mayumba,GA,2021-04-24 23:14:55,-3.432,10.6554,78.73,88,93,4.59
368,Tateyama,JP,2021-04-24 23:14:55,34.9833,139.8667,64.0,63,0,5.75
369,Gasa,PS,2021-04-24 23:14:55,31.5,34.4667,64.99,100,45,5.61
370,Ornskoldsvik,SE,2021-04-24 23:14:56,63.2909,18.7153,33.8,55,99,11.5
371,Bourail,NC,2021-04-24 23:14:56,-21.5667,165.4833,74.77,83,100,7.27
372,Hamilton,US,2021-04-24 23:11:12,39.1834,-84.5333,53.01,87,90,6.91
373,Victoria Point,AU,2021-04-24 23:14:57,-27.5833,153.3,69.01,77,51,1.01
374,Neuquen,AR,2021-04-24 23:10:20,-38.9516,-68.0591,57.2,77,0,3.49
375,Kalmunai,LK,2021-04-24 23:12:23,7.4167,81.8167,77.9,82,24,2.28
376,Nexo,DK,2021-04-24 23:14:58,55.0607,15.1306,41.0,60,90,5.75
377,Macamic,CA,2021-04-24 23:14:58,48.7502,-78.9996,50.0,50,75,10.36
378,Basco,PH,2021-04-24 23:09:59,20.4487,121.9702,76.17,72,64,8.48
379,Kemin,KG,2021-04-24 23:14:58,42.7846,75.6892,48.74,28,79,4.83
380,Requena,ES,2021-04-24 23:14:59,39.4883,-1.1004,55.4,88,0,2.3
381,Cidreira,BR,2021-04-24 23:10:23,-30.1811,-50.2056,69.96,87,66,9.93
382,Pacifica,US,2021-04-24 23:14:59,37.6138,-122.4869,61.0,82,90,8.05
383,Rio Tercero,AR,2021-04-24 23:14:59,-32.173,-64.1141,53.01,77,3,1.99
384,Sao Jose Da Coroa Grande,BR,2021-04-24 23:15:00,-8.8978,-35.1478,78.62,79,10,6.64
385,Eirunepe,BR,2021-04-24 23:15:00,-6.6603,-69.8736,75.61,94,100,1.77
386,Takhatgarh,IN,2021-04-24 23:15:00,25.3333,73.0,77.61,29,27,3.8
387,Gladstone,AU,2021-04-24 23:11:26,-23.85,151.25,73.4,56,36,10.36
388,Ribeira Brava,PT,2021-04-24 23:15:01,32.65,-17.0667,57.99,75,28,1.01
389,Los Llanos De Aridane,ES,2021-04-24 23:12:17,28.6585,-17.9182,69.8,43,40,6.91
390,Isangel,VU,2021-04-24 23:11:39,-19.55,169.2667,82.4,78,75,5.75
391,Gizo,SB,2021-04-24 23:11:34,-8.103,156.8419,83.73,73,51,8.46
392,Mackay,AU,2021-04-24 23:11:37,-21.15,149.2,71.6,88,75,9.22
393,Westport,US,2021-04-24 23:15:03,41.1415,-73.3579,59.0,54,1,5.75
394,Mumford,GH,2021-04-24 23:15:04,5.2618,-0.759,81.46,83,81,9.1
395,Plettenberg Bay,ZA,2021-04-24 23:15:04,-34.0527,23.3716,61.59,90,72,1.97
396,Smithers,CA,2021-04-24 23:14:52,54.7804,-127.1743,53.6,24,40,2.89
397,Hobyo,SO,2021-04-24 23:15:04,5.3505,48.5268,83.41,69,49,9.13
398,Save,BJ,2021-04-24 23:15:05,8.0425,2.486,75.18,92,100,9.48
399,North Battleford,CA,2021-04-24 23:15:05,52.7834,-108.2847,44.6,19,20,10.36
400,Villaviciosa,ES,2021-04-24 23:15:05,43.4813,-5.4357,62.01,71,93,4.18
401,Ahipara,NZ,2021-04-24 23:13:13,-35.1667,173.1667,64.65,56,9,8.77
402,Lorengau,PG,2021-04-24 23:15:06,-2.0226,147.2712,82.63,78,88,5.64
403,Port-Gentil,GA,2021-04-24 23:15:06,-0.7193,8.7815,80.6,89,20,3.44
404,Shipitsyno,RU,2021-04-24 23:15:06,61.2806,46.5208,42.48,91,42,7.63
405,Haifa,IL,2021-04-24 23:12:35,32.8156,34.9892,61.0,93,6,5.57
406,Faya,SA,2021-04-24 23:15:07,18.3851,42.4509,60.8,77,40,6.35
407,Sulangan,PH,2021-04-24 23:15:07,11.1373,123.7228,81.79,75,100,5.95
408,Sao Filipe,CV,2021-04-24 23:15:07,14.8961,-24.4956,72.21,74,55,9.84
409,Muscatine,US,2021-04-24 23:15:08,41.4667,-91.1335,59.0,47,1,13.8
410,Whitehorse,CA,2021-04-24 23:12:13,60.7161,-135.0538,50.0,25,20,11.5
411,Kisangani,CD,2021-04-24 23:15:08,0.5167,25.2,70.9,98,100,1.92
412,Breytovo,RU,2021-04-24 23:15:08,58.2993,37.8617,33.08,98,100,15.7
413,Zaigrayevo,RU,2021-04-24 23:15:09,51.8336,108.2703,41.0,87,75,3.74
414,Mnogovershinnyy,RU,2021-04-24 23:15:09,53.9353,139.9242,26.19,70,70,8.08
415,San Policarpo,PH,2021-04-24 23:10:11,12.1791,125.5072,77.85,87,91,5.03
416,Prieska,ZA,2021-04-24 23:15:10,-29.6641,22.7474,66.99,27,62,4.07
417,Sorland,NO,2021-04-24 23:15:10,67.667,12.6934,36.73,61,84,22.41
418,Tabou,CI,2021-04-24 23:15:10,4.423,-7.3528,81.19,82,91,8.77
419,Mana,GF,2021-04-24 23:12:44,5.6592,-53.7767,77.72,88,100,10.94
420,North Las Vegas,US,2021-04-24 23:15:11,36.1989,-115.1175,86.0,8,20,36.82
421,Kupang,ID,2021-04-24 23:15:11,-10.1667,123.5833,77.36,82,7,6.87
422,Katsuura,JP,2021-04-24 23:15:11,35.1333,140.3,61.0,63,0,5.75
423,Ayios Thomas,GR,2021-04-24 23:15:12,38.2814,23.5882,55.0,100,75,5.75
424,El Alto,PE,2021-04-24 23:15:12,-4.2714,-81.2147,75.2,69,0,13.8
425,Northam,GB,2021-04-24 23:15:12,51.0333,-4.2167,50.0,63,16,5.01
426,Lata,PT,2021-04-24 23:14:43,40.1629,-8.3327,62.01,86,72,4.0
427,Wanning,CN,2021-04-24 23:10:31,18.8003,110.3967,78.26,91,48,8.08
428,Huarmey,PE,2021-04-24 23:13:07,-10.0681,-78.1522,69.3,81,6,11.18
429,Ust-Kuyga,RU,2021-04-24 23:15:13,70.0167,135.6,23.94,91,100,9.98
430,Roald,NO,2021-04-24 23:12:26,62.5833,6.1333,34.0,93,75,1.14
431,Waingapu,ID,2021-04-24 23:15:14,-9.6567,120.2641,77.7,82,9,7.09
432,Mishelevka,RU,2021-04-24 23:15:14,52.8575,103.1719,34.02,89,100,2.44
433,Mokokchung,IN,2021-04-24 23:15:14,26.3333,94.5333,60.51,42,6,4.38
434,Malanje,AO,2021-04-24 23:15:15,-9.5402,16.341,64.81,96,98,0.76
435,Lusambo,CD,2021-04-24 23:15:15,-4.9667,23.45,69.17,98,87,1.28
436,Tera,NE,2021-04-24 23:15:16,14.0078,0.7531,87.53,8,1,3.44
437,Malmyzh,RU,2021-04-24 23:15:16,56.5205,50.6818,42.4,95,100,11.5
438,Sungai Pelek,MY,2021-04-24 23:15:16,2.6449,101.717,78.8,89,20,5.75
439,Kirakira,SB,2021-04-24 23:15:16,-10.4544,161.9205,85.17,68,95,1.81
440,Pravokumskoye,RU,2021-04-24 23:15:17,44.7694,44.6472,54.55,74,98,4.76
441,Martapura,ID,2021-04-24 23:15:17,-3.4167,114.85,77.0,94,12,2.3
442,Tanete,ID,2021-04-24 23:12:09,-3.9443,119.7848,75.54,90,37,3.78
443,Teruel,ES,2021-04-24 23:15:17,40.6667,-0.6667,51.8,100,98,3.8
444,Linqiong,CN,2021-04-24 23:15:18,30.4159,103.4609,62.6,82,40,0.63
445,George,ZA,2021-04-24 23:14:28,-33.963,22.4617,57.2,94,90,6.91
446,Aleksandrovskoye,RU,2021-04-24 23:15:18,44.7142,43.0008,51.8,82,75,6.71
447,Kavieng,PG,2021-04-24 23:14:37,-2.5744,150.7967,83.03,76,57,10.2
448,Lakatoro,VU,2021-04-24 23:15:19,-16.0999,167.4164,83.61,75,67,12.19
449,Nishihara,JP,2021-04-24 23:15:19,26.1842,127.7558,69.8,88,75,10.36
450,Oranjemund,NA,2021-04-24 23:12:18,-28.55,16.4333,59.99,83,40,3.29
451,Gazanjyk,TM,2021-04-24 23:15:19,39.2446,55.5154,69.75,51,71,8.34
452,Naze,JP,2021-04-24 23:12:22,28.3667,129.4833,69.8,68,40,18.41
453,Pangai,TO,2021-04-24 23:15:20,-19.8,-174.35,80.46,78,98,8.43
454,Labuhan,ID,2021-04-24 23:15:01,-6.8844,112.2051,76.6,85,38,6.55
455,Mantua,IT,2021-04-24 23:15:20,45.1667,10.7833,55.0,67,1,2.44
456,Beloha,MG,2021-04-24 23:14:54,-25.1667,45.05,71.55,68,3,8.46
457,Golden,US,2021-04-24 23:15:21,39.7555,-105.2211,68.0,22,75,2.37
458,Maxixe,MZ,2021-04-24 23:15:21,-23.8597,35.3472,70.02,85,0,8.12
459,Horodyshche,UA,2021-04-24 23:15:21,49.2849,31.4451,35.55,76,33,7.09
460,Bengkulu,ID,2021-04-24 23:14:19,-3.8004,102.2655,74.73,88,70,3.89
461,Skibbereen,IE,2021-04-24 23:15:22,51.55,-9.2667,48.2,61,40,10.36
462,Lebedinyy,RU,2021-04-24 23:15:22,58.5167,125.5167,29.43,96,100,4.59
463,Ponta Delgada,PT,2021-04-24 23:15:22,37.7333,-25.6667,59.0,82,75,16.11
464,Tingi,TZ,2021-04-24 23:15:23,-11.3,35.0333,61.99,95,59,3.96
465,Yeniseysk,RU,2021-04-24 23:15:23,58.4497,92.1703,32.83,98,100,3.87
466,Yantal,RU,2021-04-24 23:15:23,56.8471,105.2542,33.93,98,100,6.35
467,Jumla,NP,2021-04-24 23:15:24,29.2747,82.1838,42.4,65,3,5.68
468,Curup,ID,2021-04-24 23:15:24,-3.4667,102.5333,66.6,97,91,1.23
469,Ushtobe,KZ,2021-04-24 23:15:24,45.2514,77.9838,39.34,41,100,8.46
470,Margate,GB,2021-04-24 23:15:24,51.3813,1.3862,46.0,71,50,4.0
471,De-Kastri,RU,2021-04-24 23:15:25,51.4667,140.7833,34.97,61,12,8.66
472,Maceio,BR,2021-04-24 23:13:47,-9.6658,-35.7353,75.2,94,0,4.61
473,Nuuk,GL,2021-04-24 23:15:25,64.1835,-51.7216,37.4,75,40,12.66
474,Sarmanovo,RU,2021-04-24 23:15:26,55.2553,52.5891,42.8,93,75,8.95
475,Luangwa,ZM,2021-04-24 23:15:26,-15.6167,30.4167,66.49,76,16,1.54
476,Sayyan,YE,2021-04-24 23:15:26,15.1718,44.3244,58.44,45,10,2.17
477,Maniwaki,CA,2021-04-24 23:15:27,46.3834,-75.966,60.8,29,82,4.61
478,Zhangjiakou,CN,2021-04-24 23:15:27,40.81,114.8794,51.98,68,100,7.2
479,Namatanai,PG,2021-04-24 23:15:27,-3.6667,152.4333,83.46,71,30,7.94
480,Ketchikan,US,2021-04-24 23:15:27,55.3422,-131.6461,57.81,39,8,5.23
481,Champerico,GT,2021-04-24 23:15:28,14.3,-91.9167,82.4,78,75,4.61
482,Yaksatovo,RU,2021-04-24 23:15:28,46.2434,48.0151,55.4,62,0,8.95
483,Bonthe,SL,2021-04-24 23:15:28,7.5264,-12.505,81.01,78,13,8.46
484,Baie-Comeau,CA,2021-04-24 23:11:15,49.2168,-68.1489,50.0,40,1,9.22
485,Kamenka,RU,2021-04-24 23:15:29,51.3223,42.7678,37.0,76,2,15.37
486,Gambela,ET,2021-04-24 23:15:29,8.25,34.5833,74.59,75,64,3.78
487,Pathein,MM,2021-04-24 23:15:29,16.7833,94.7333,78.06,79,14,6.04
488,Princeton,US,2021-04-24 23:15:30,25.5384,-80.4089,82.99,74,40,5.75
489,Omsukchan,RU,2021-04-24 23:15:30,62.5333,155.8,8.56,84,100,6.51
490,Salalah,OM,2021-04-24 23:12:01,17.0151,54.0924,82.4,78,40,6.91
491,Whitehaven,GB,2021-04-24 23:15:31,54.549,-3.5841,46.99,72,27,3.0
492,Wajima,JP,2021-04-24 23:15:31,37.4,136.9,54.41,70,100,7.99
493,Skala,PL,2021-04-24 23:15:31,50.2305,19.8536,46.4,57,75,5.75
494,Devrek,TR,2021-04-24 23:15:31,41.2192,31.9558,51.6,97,100,2.13
495,West Odessa,US,2021-04-24 23:15:32,31.8424,-102.4988,82.0,12,1,2.59
496,Nizhniy Kuranakh,RU,2021-04-24 23:15:32,58.8353,125.4869,33.3,93,100,6.02
497,Mandalgovi,MN,2021-04-24 23:13:22,45.7625,106.2708,45.99,87,100,2.21
498,Riyadh,SA,2021-04-24 23:14:07,24.6877,46.7219,78.8,21,0,5.46
499,Dordrecht,NL,2021-04-24 23:15:33,51.81,4.6736,44.01,78,36,4.0
500,Monticello,US,2021-04-24 23:15:33,45.3055,-93.7941,48.99,31,1,11.16
501,Majene,ID,2021-04-24 23:15:33,-3.5403,118.9707,78.49,84,63,5.46
502,Huesca,ES,2021-04-24 23:15:34,42.1362,-0.4087,52.0,81,20,6.91
503,Souillac,MU,2021-04-24 23:15:34,-20.5167,57.5167,78.8,78,75,14.97
504,Huilong,CN,2021-04-24 23:15:34,31.8111,121.655,66.0,90,100,9.48
505,Agua Dulce,MX,2021-04-24 23:15:35,18.1333,-94.1333,96.8,34,1,8.05
506,Vung Tau,VN,2021-04-24 23:15:35,10.346,107.0843,81.66,77,54,5.99
507,Barcelos,PT,2021-04-24 23:12:25,41.5388,-8.6151,59.0,94,40,6.91
508,Puerto Madryn,AR,2021-04-24 23:15:35,-42.7692,-65.0385,58.44,53,8,7.43
509,Kamaishi,JP,2021-04-24 23:13:29,39.2667,141.8833,51.8,71,75,2.3
510,Taltal,CL,2021-04-24 23:15:36,-25.4,-70.4833,62.33,81,18,4.9
511,Pandan,PH,2021-04-24 23:15:36,14.0453,124.1694,79.59,77,89,6.85
512,Labrea,BR,2021-04-24 23:15:36,-7.2586,-64.7981,75.87,94,57,2.48
513,Luanda,AO,2021-04-24 23:13:05,-8.8368,13.2343,77.0,94,40,3.44
514,Eyrarbakki,IS,2021-04-24 23:15:37,63.863,-21.1481,46.4,76,75,13.8
515,Springdale,US,2021-04-24 23:15:37,36.1867,-94.1288,66.2,72,75,9.22
516,Shimoda,JP,2021-04-24 23:15:37,34.6667,138.95,64.4,72,40,14.97
517,Ndola,ZM,2021-04-24 23:15:38,-12.9587,28.6366,63.84,73,94,4.07
518,San Quintin,MX,2021-04-24 23:15:38,30.4833,-115.95,63.07,69,64,17.47
519,Evensk,RU,2021-04-24 23:12:57,61.95,159.2333,25.47,73,100,11.68
520,Dabakala,CI,2021-04-24 23:15:38,8.3667,-4.4333,77.65,83,48,5.39
521,Lyskovo,RU,2021-04-24 23:15:39,56.0328,45.0422,40.01,81,100,14.65
522,Clyde River,CA,2021-04-24 23:11:00,70.4692,-68.5914,17.6,100,75,10.36
523,Hofn,IS,2021-04-24 23:15:39,64.2539,-15.2082,45.54,90,96,4.07
524,Kiama,AU,2021-04-24 23:15:39,-34.6833,150.8667,62.01,79,0,1.01
525,San Jeronimo,PE,2021-04-24 23:15:40,-11.9472,-75.2829,53.04,73,24,5.86
526,Jacareacanga,BR,2021-04-24 23:15:40,-6.2222,-57.7528,79.61,82,100,2.08
527,Sept-Iles,CA,2021-04-24 23:15:40,50.2001,-66.3821,44.01,70,40,9.22
528,Jablanica,BA,2021-04-24 23:15:41,43.6603,17.7617,50.0,57,0,3.44
529,Yatou,CN,2021-04-24 23:15:41,37.15,122.3833,52.74,75,9,9.95
530,Bardiyah,LY,2021-04-24 23:15:41,31.7561,25.0865,67.15,55,21,16.58
531,Polis,CY,2021-04-24 23:15:42,35.0367,32.4264,55.4,88,0,2.3
532,Gejiu,CN,2021-04-24 23:15:42,23.306,103.1635,57.97,92,54,4.56
533,Minbu,MM,2021-04-24 23:15:42,20.1833,94.8833,85.14,41,98,6.53
534,Abnub,EG,2021-04-24 23:15:43,27.2696,31.1511,69.8,52,0,9.22
535,Manokwari,ID,2021-04-24 23:15:43,-0.8667,134.0833,75.56,93,100,4.21
536,Porto Torres,IT,2021-04-24 23:15:43,40.835,8.3972,48.2,93,0,3.44
537,Santa Maria,BR,2021-04-24 23:11:51,-29.6842,-53.8069,64.4,100,90,1.14
538,Nelson Bay,AU,2021-04-24 23:15:44,-32.7167,152.15,62.01,72,3,11.5
539,Royan,FR,2021-04-24 23:15:44,45.6285,-1.0281,64.4,45,0,6.91
540,Leshukonskoye,RU,2021-04-24 23:15:44,64.8989,45.7622,42.75,76,38,6.33
541,Havre-Saint-Pierre,CA,2021-04-24 23:12:58,50.2334,-63.5986,39.2,75,1,19.57
542,Kargat,RU,2021-04-24 23:15:45,55.1956,80.2811,34.48,77,26,4.36
543,Storm Lake,US,2021-04-24 23:15:45,42.6411,-95.2097,55.4,26,1,12.66
544,Nurota,UZ,2021-04-24 23:15:45,40.5614,65.6886,59.0,38,6,11.5
545,Tianpeng,CN,2021-04-24 23:15:46,30.9866,103.9393,64.99,1,100,1.74
546,Yagodnoye,RU,2021-04-24 23:15:46,62.55,149.6667,10.0,84,91,3.42
547,Port Angeles,US,2021-04-24 23:12:42,48.1181,-123.4307,48.99,93,90,2.91
548,Urengoy,RU,2021-04-24 23:15:47,65.9667,78.3667,30.7,89,100,6.55
549,Vila,PT,2021-04-24 23:15:47,42.0304,-8.1588,55.0,89,100,2.73
550,Providencia,MX,2021-04-24 23:15:47,28.7167,-111.5833,90.0,25,8,11.99
